,LOT,Date,Equipment,Die_Number,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Spray_Time_1,Spray_Time_2,Humidity,Temperature,Casting_Pressure,Pressure_Increase_Time,Short_Shot,Ejection_Pin_Burr,Soldering,Shrinkage,Stain,Corepin_Soldering,Crack
6382,180423-021-0101,2018-04-23,021,0101,0.14,0.244,0.304,0.1,0.3,39.767,23.716,342,0.0,21,0,19,0,0,0,0
6383,180423-021-0101,2018-04-23,021,0101,0.148,0.236,0.308,0.1,0.3,39.994,23.704,342,0.0,21,0,19,0,0,0,0
6384,180423-021-0101,2018-04-23,021,0101,0.15,0.246,0.312,0.1,0.3,39.994,23.704,342,0.0,21,0,19,0,0,0,0
6385,180423-021-0101,2018-04-23,021,0101,0.158,0.236,0.347,0.1,0.3,39.994,23.704,341,0.0,21,0,19,0,0,0,0
6386,180423-021-0101,2018-04-23,021,0101,0.157,0.23,0.349,0.1,0.3,39.994,23.704,341,0.0,21,0,19,0,0,0,0
6387,180423-021-0101,2018-04-23,021,0101,0.15,0.248,0.344,0.1,0.3,39.994,23.704,341,0.0,21,0,19,0,0,0,0
6388,180423-021-0101,2018-04-23,021,0101,0.15,0.236,0.341,0.1,0.3,40.207,23.666,341,0.0,21,0,19,0,0,0,0
6389,180423-021-0101,2018-04-23,021,0101,0.14,0.246,0.344,0.1,0.3,40.207,23.666,342,0.0,21,0,19,0,0,0,0
6390,180423-021-0101,2018-04-23,021,0101,0.156,0.244,0.352,0.1,0.3,40.207,23.666,342,0.0,21,0,19,0,0,0,0
6391,180423-021-0101,2018-04-23,021,0101,0.164,0.232,0.357,0.1,0.3,40.207,23.666,341,0.0,21,0,19,0,0,0,0
6392,180423-021-0101,2018-04-23,021,0101,0.156,0.228,0.349,0.1,0.3,40.366,23.61,340,0.0,21,0,19,0,0,0,0
6393,180423-021-0101,2018-04-23,021,0101,0.152,0.23,0.36,0.1,0.3,40.366,23.61,340,0.0,21,0,19,0,0,0,0
6394,180423-021-0101,2018-04-23,021,0101,0.154,0.248,0.357,0.1,0.3,40.366,23.61,340,0.0,21,0,19,0,0,0,0
6395,180423-021-0101,2018-04-23,021,0101,0.154,0.234,0.347,0.1,0.3,40.366,23.61,340,0.0,21,0,19,0,0,0,0
6396,180423-021-0101,2018-04-23,021,0101,0.148,0.242,0.363,0.1,0.3,40.366,23.61,340,0.0,21,0,19,0,0,0,0
6397,180423-021-0101,2018-04-23,021,0101,0.152,0.234,0.347,0.1,0.3,40.473,23.595,340,0.0,21,0,19,0,0,0,0
6398,180423-021-0101,2018-04-23,021,0101,0.15,0.246,0.355,0.1,0.3,40.473,23.595,340,0.0,21,0,19,0,0,0,0
6399,180423-021-0101,2018-04-23,021,0101,0.154,0.238,0.352,0.1,0.3,40.473,23.595,340,0.0,21,0,19,0,0,0,0
6400,180423-021-0101,2018-04-23,021,0101,0.156,0.246,0.36,0.1,0.3,40.473,23.595,340,0.0,21,0,19,0,0,0,0
6401,180423-021-0101,2018-04-23,021,0101,0.148,0.248,0.352,0.1,0.3,40.439,23.606,340,0.0,21,0,19,0,0,0,0
6402,180423-021-0101,2018-04-23,021,0101,0.172,0.238,0.355,0.1,0.3,40.439,23.606,340,0.0,21,0,19,0,0,0,0
6403,180423-021-0101,2018-04-23,021,0101,0.15,0.242,0.355,0.1,0.3,40.439,23.606,340,0.0,21,0,19,0,0,0,0
6404,180423-021-0101,2018-04-23,021,0101,0.152,0.243,0.355,0.1,0.3,40.439,23.606,340,0.0,21,0,19,0,0,0,0
6405,180423-021-0101,2018-04-23,021,0101,0.158,0.244,0.36,0.1,0.3,40.439,23.606,340,0.0,21,0,19,0,0,0,0
6406,180423-021-0101,2018-04-23,021,0101,0.15,0.246,0.357,0.1,0.3,40.442,23.672,340,0.0,21,0,19,0,0,0,0
6407,180423-021-0101,2018-04-23,021,0101,0.158,0.23,0.349,0.1,0.3,40.442,23.672,340,0.0,21,0,19,0,0,0,0
6408,180423-021-0101,2018-04-23,021,0101,0.146,0.242,0.36,0.1,0.3,40.442,23.672,340,0.0,21,0,19,0,0,0,0
6409,180423-021-0101,2018-04-23,021,0101,0.139,0.228,0.349,0.1,0.3,40.442,23.672,339,0.0,21,0,19,0,0,0,0
6410,180423-021-0101,2018-04-23,021,0101,0.144,0.244,0.363,0.1,0.3,40.406,23.695,339,0.0,21,0,19,0,0,0,0
6411,180423-021-0101,2018-04-23,021,0101,0.148,0.244,0.36,0.1,0.3,40.406,23.695,340,0.0,21,0,19,0,0,0,0
6412,180423-021-0101,2018-04-23,021,0101,0.148,0.228,0.349,0.1,0.3,40.406,23.695,339,0.0,21,0,19,0,0,0,0
6413,180423-021-0101,2018-04-23,021,0101,0.148,0.243,0.349,0.1,0.3,40.406,23.695,339,0.0,21,0,19,0,0,0,0
6414,180423-021-0101,2018-04-23,021,0101,0.158,0.234,0.363,0.1,0.3,40.387,23.698,339,0.0,21,0,19,0,0,0,0
6415,180423-021-0101,2018-04-23,021,0101,0.142,0.236,0.352,0.1,0.3,40.387,23.698,340,0.0,21,0,19,0,0,0,0
6416,180423-021-0101,2018-04-23,021,0101,0.152,0.246,0.363,0.1,0.3,40.387,23.698,339,0.0,21,0,19,0,0,0,0
6417,180423-021-0101,2018-04-23,021,0101,0.152,0.246,0.363,0.1,0.3,40.387,23.698,339,0.0,21,0,19,0,0,0,0
6418,180423-021-0101,2018-04-23,021,0101,0.147,0.243,0.355,0.1,0.3,40.387,23.698,340,0.0,21,0,19,0,0,0,0
6419,180423-021-0101,2018-04-23,021,0101,0.144,0.232,0.36,0.1,0.3,40.313,23.699,340,0.0,21,0,19,0,0,0,0
6420,180423-021-0101,2018-04-23,021,0101,0.15,0.248,0.355,0.1,0.3,40.313,23.699,338,0.0,21,0,19,0,0,0,0
6421,180423-021-0101,2018-04-23,021,0101,0.15,0.25,0.352,0.1,0.3,40.313,23.699,340,0.0,21,0,19,0,0,0,0
6422,180423-021-0101,2018-04-23,021,0101,0.158,0.234,0.357,0.1,0.3,40.313,23.699,340,0.0,21,0,19,0,0,0,0
6423,180423-021-0101,2018-04-23,021,0101,0.146,0.244,0.352,0.1,0.3,40.217,23.699,340,0.0,21,0,19,0,0,0,0
6424,180423-021-0101,2018-04-23,021,0101,0.166,0.246,0.36,0.1,0.3,40.217,23.699,340,0.0,21,0,19,0,0,0,0
6425,180423-022-0101,2018-04-23,022,0101,0.142,0.232,0.347,0.1,0.3,48.248,21.194,339,0.0,21,0,21,0,0,0,0
6426,180423-022-0101,2018-04-23,022,0101,0.142,0.232,0.352,0.1,0.3,46.547,21.658,340,0.0,21,0,21,0,0,0,0
6427,180423-022-0101,2018-04-23,022,0101,0.136,0.228,0.349,0.1,0.3,46.021,21.823,340,0.0,21,0,21,0,0,0,0
6428,180423-022-0101,2018-04-23,022,0101,0.134,0.24,0.344,0.1,0.3,48.672,21.006,338,0.0,21,0,21,0,0,0,0
6429,180423-022-0101,2018-04-23,022,0101,0.144,0.258,0.355,0.1,0.3,48.378,21.114,339,0.0,21,0,21,0,0,0,0
6430,180423-022-0101,2018-04-23,022,0101,0.168,0.234,0.339,0.1,0.3,48.378,21.114,339,0.0,21,0,21,0,0,0,0
6431,180423-022-0101,2018-04-23,022,0101,0.144,0.245,0.355,0.1,0.3,46.691,21.565,340,0.0,21,0,21,0,0,0,0
6432,180423-022-0101,2018-04-23,022,0101,0.142,0.244,0.344,0.1,0.3,47.844,21.202,339,0.0,21,0,21,0,0,0,0
6433,180423-022-0101,2018-04-23,022,0101,0.118,0.246,0.31,0.1,0.3,45.712,21.905,341,0.0,21,0,21,0,0,0,0
6434,180423-022-0101,2018-04-23,022,0101,0.14,0.243,0.355,0.1,0.3,47.276,21.401,340,0.0,21,0,21,0,0,0,0
6435,180423-022-0101,2018-04-23,022,0101,0.142,0.245,0.357,0.1,0.3,46.897,21.494,340,0.0,21,0,21,0,0,0,0
6436,180423-022-0101,2018-04-23,022,0101,0.132,0.244,0.344,0.1,0.3,46.888,21.502,339,0.0,21,0,21,0,0,0,0
6437,180423-022-0101,2018-04-23,022,0101,0.132,0.242,0.349,0.1,0.3,48.542,21.043,339,0.0,21,0,21,0,0,0,0
6438,180423-022-0101,2018-04-23,022,0101,0.136,0.244,0.357,0.1,0.3,46.513,21.684,340,0.0,21,0,21,0,0,0,0
6439,180423-022-0101,2018-04-23,022,0101,0.139,0.23,0.355,0.1,0.3,47.149,21.403,339,0.0,21,0,21,0,0,0,0
6440,180423-022-0101,2018-04-23,022,0101,0.142,0.246,0.308,0.1,0.3,45.712,21.905,342,0.0,21,0,21,0,0,0,0
6441,180423-022-0101,2018-04-23,022,0101,0.142,0.237,0.355,0.1,0.3,46.021,21.823,339,0.0,21,0,21,0,0,0,0
6442,180423-022-0101,2018-04-23,022,0101,0.144,0.224,0.349,0.1,0.3,46.633,21.604,340,0.0,21,0,21,0,0,0,0
6443,180423-022-0101,2018-04-23,022,0101,0.144,0.226,0.349,0.1,0.3,47.2,21.402,340,0.0,21,0,21,0,0,0,0
6444,180423-022-0101,2018-04-23,022,0101,0.166,0.237,0.357,0.1,0.3,46.633,21.604,340,0.0,21,0,21,0,0,0,0
6445,180423-022-0101,2018-04-23,022,0101,0.15,0.232,0.354,0.1,0.3,46.897,21.494,340,0.0,21,0,21,0,0,0,0
6446,180423-022-0101,2018-04-23,022,0101,0.15,0.24,0.336,0.1,0.3,47.708,21.203,339,0.0,21,0,21,0,0,0,0
6447,180423-022-0101,2018-04-23,022,0101,0.138,0.242,0.344,0.1,0.3,47.474,21.253,339,0.0,21,0,21,0,0,0,0
6448,180423-022-0101,2018-04-23,022,0101,0.16,0.232,0.352,0.1,0.3,47.228,21.401,338,0.0,21,0,21,0,0,0,0
6449,180423-022-0101,2018-04-23,022,0101,0.141,0.235,0.336,0.1,0.3,48.542,21.043,339,0.0,21,0,21,0,0,0,0
6450,180423-022-0101,2018-04-23,022,0101,0.147,0.23,0.344,0.1,0.3,48.248,21.194,340,0.0,21,0,21,0,0,0,0
6451,180423-022-0101,2018-04-23,022,0101,0.141,0.242,0.357,0.1,0.3,46.527,21.604,340,0.0,21,0,21,0,0,0,0
6452,180423-022-0101,2018-04-23,022,0101,0.141,0.238,0.357,0.1,0.3,47.372,21.32,340,0.0,21,0,21,0,0,0,0
6453,180423-022-0101,2018-04-23,022,0101,0.141,0.228,0.341,0.1,0.3,48.672,21.006,340,0.0,21,0,21,0,0,0,0
6454,180423-022-0101,2018-04-23,022,0101,0.148,0.238,0.347,0.1,0.3,46.741,21.517,338,0.0,21,0,21,0,0,0,0
6455,180423-022-0101,2018-04-23,022,0101,0.142,0.226,0.339,0.1,0.3,49.198,20.801,339,0.0,21,0,21,0,0,0,0
6456,180423-022-0101,2018-04-23,022,0101,0.142,0.24,0.352,0.1,0.3,48.542,21.043,339,0.0,21,0,21,0,0,0,0
6457,180423-022-0101,2018-04-23,022,0101,0.142,0.248,0.341,0.1,0.3,47.844,21.202,339,0.0,21,0,21,0,0,0,0
6458,180423-022-0101,2018-04-23,022,0101,0.136,0.235,0.355,0.1,0.3,46.957,21.464,340,0.0,21,0,21,0,0,0,0
6459,180423-022-0101,2018-04-23,022,0101,0.147,0.234,0.31,0.1,0.3,45.633,21.923,342,0.0,21,0,21,0,0,0,0
6460,180423-022-0101,2018-04-23,022,0101,0.134,0.238,0.347,0.1,0.3,47.474,21.253,340,0.0,21,0,21,0,0,0,0
6461,180423-022-0101,2018-04-23,022,0101,0.144,0.242,0.347,0.1,0.3,46.957,21.464,341,0.0,21,0,21,0,0,0,0
6462,180423-022-0101,2018-04-23,022,0101,0.138,0.238,0.339,0.1,0.3,47.372,21.32,340,0.0,21,0,21,0,0,0,0
6463,180423-022-0101,2018-04-23,022,0101,0.138,0.243,0.355,0.1,0.3,49.082,20.889,339,0.0,21,0,21,0,0,0,0
6464,180423-022-0101,2018-04-23,022,0101,0.134,0.226,0.347,0.1,0.3,48.248,21.194,339,0.0,21,0,21,0,0,0,0
6465,180423-022-0101,2018-04-23,022,0101,0.146,0.236,0.352,0.1,0.3,47.372,21.32,339,0.0,21,0,21,0,0,0,0
6466,180423-022-0101,2018-04-23,022,0101,0.138,0.252,0.347,0.1,0.3,46.633,21.604,339,0.0,21,0,21,0,0,0,0
6467,180423-022-0101,2018-04-23,022,0101,0.136,0.254,0.339,0.1,0.3,49.166,20.805,340,0.0,21,0,21,0,0,0,0
6468,180423-022-0101,2018-04-23,022,0101,0.133,0.226,0.341,0.1,0.3,49.075,20.919,340,0.0,21,0,21,0,0,0,0
6469,180423-022-0101,2018-04-23,022,0101,0.138,0.222,0.355,0.1,0.3,47.474,21.253,340,0.0,21,0,21,0,0,0,0
6470,180423-022-0101,2018-04-23,022,0101,0.146,0.236,0.36,0.1,0.3,49.109,20.826,340,0.0,21,0,21,0,0,0,0
6471,180423-022-0101,2018-04-23,022,0101,0.142,0.227,0.347,0.1,0.3,47.942,21.201,340,0.0,21,0,21,0,0,0,0
6472,180423-022-0101,2018-04-23,022,0101,0.144,0.25,0.333,0.1,0.3,47.942,21.201,340,0.0,21,0,21,0,0,0,0
6473,180423-022-0101,2018-04-23,022,0101,0.152,0.23,0.349,0.1,0.3,46.527,21.604,340,0.0,21,0,21,0,0,0,0
6474,180423-022-0101,2018-04-23,022,0101,0.168,0.232,0.352,0.1,0.3,46.513,21.684,340,0.0,21,0,21,0,0,0,0
6475,180502-021-0101,2018-05-02,021,0101,0.14,0.252,0.352,0.1,0.3,59.972,24.594,711,0.039,3,0,0,0,0,0,0
6476,180502-021-0101,2018-05-02,021,0101,0.14,0.272,0.352,0.1,0.3,58.371,24.567,708,0.037,3,0,0,0,0,0,0
6477,180502-021-0101,2018-05-02,021,0101,0.133,0.272,0.349,0.1,0.3,60.661,24.35,708,0.038,3,0,0,0,0,0,0
6478,180502-021-0101,2018-05-02,021,0101,0.138,0.274,0.352,0.1,0.3,58.486,24.781,708,0.04,3,0,0,0,0,0,0
6479,180502-021-0101,2018-05-02,021,0101,0.132,0.27,0.349,0.1,0.3,59.926,24.401,710,0.039,3,0,0,0,0,0,0
6480,180502-021-0101,2018-05-02,021,0101,0.141,0.274,0.352,0.1,0.3,60.902,24.372,708,0.039,3,0,0,0,0,0,0
6481,180502-021-0101,2018-05-02,021,0101,0.141,0.27,0.352,0.1,0.3,62.097,24.001,710,0.04,3,0,0,0,0,0,0
6482,180502-021-0101,2018-05-02,021,0101,0.134,0.272,0.347,0.1,0.3,58.371,24.567,707,0.039,3,0,0,0,0,0,0
6483,180502-021-0101,2018-05-02,021,0101,0.142,0.272,0.347,0.1,0.3,62.701,23.958,708,0.038,3,0,0,0,0,0,0
6484,180502-021-0101,2018-05-02,021,0101,0.139,0.268,0.352,0.1,0.3,61.789,24.005,708,0.039,3,0,0,0,0,0,0
6485,180502-021-0101,2018-05-02,021,0101,0.139,0.272,0.349,0.1,0.3,58.486,24.781,708,0.04,3,0,0,0,0,0,0
6486,180502-021-0101,2018-05-02,021,0101,0.14,0.27,0.352,0.1,0.3,62.241,24.001,708,0.037,3,0,0,0,0,0,0
6487,180502-021-0101,2018-05-02,021,0101,0.142,0.274,0.349,0.1,0.3,62.493,23.902,708,0.04,3,0,0,0,0,0,0
6488,180502-021-0101,2018-05-02,021,0101,0.142,0.274,0.349,0.1,0.3,60.047,24.401,709,0.037,3,0,0,0,0,0,0
6489,180502-021-0101,2018-05-02,021,0101,0.139,0.268,0.349,0.1,0.3,59.914,24.585,709,0.04,3,0,0,0,0,0,0
6490,180502-021-0101,2018-05-02,021,0101,0.14,0.276,0.352,0.1,0.3,58.486,24.781,708,0.039,3,0,0,0,0,0,0
6491,180502-021-0101,2018-05-02,021,0101,0.139,0.274,0.347,0.1,0.3,61.283,24.21,708,0.039,3,0,0,0,0,0,0
6492,180502-021-0101,2018-05-02,021,0101,0.14,0.27,0.347,0.1,0.3,62.172,24.001,708,0.04,3,0,0,0,0,0,0
6493,180502-021-0101,2018-05-02,021,0101,0.138,0.272,0.352,0.1,0.3,61.183,24.272,708,0.04,3,0,0,0,0,0,0
6494,180502-021-0101,2018-05-02,021,0101,0.139,0.272,0.347,0.1,0.3,61.183,24.272,708,0.039,3,0,0,0,0,0,0
6495,180502-021-0101,2018-05-02,021,0101,0.134,0.268,0.355,0.1,0.3,59.781,24.512,710,0.039,3,0,0,0,0,0,0
6496,180502-021-0101,2018-05-02,021,0101,0.138,0.25,0.336,0.1,0.3,59.665,24.671,280,0.0,3,0,0,0,0,0,0
6497,180502-021-0101,2018-05-02,021,0101,0.136,0.27,0.349,0.1,0.3,59.028,24.488,708,0.04,3,0,0,0,0,0,0
6498,180502-021-0101,2018-05-02,021,0101,0.142,0.274,0.349,0.1,0.3,60.902,24.372,709,0.038,3,0,0,0,0,0,0
6499,180502-021-0101,2018-05-02,021,0101,0.14,0.27,0.352,0.1,0.3,59.165,24.402,709,0.04,3,0,0,0,0,0,0
6500,180502-021-0101,2018-05-02,021,0101,0.14,0.272,0.349,0.1,0.3,58.806,24.684,708,0.04,3,0,0,0,0,0,0
6501,180502-021-0101,2018-05-02,021,0101,0.14,0.276,0.349,0.1,0.3,58.371,24.567,708,0.037,3,0,0,0,0,0,0
6502,180502-021-0101,2018-05-02,021,0101,0.14,0.27,0.352,0.1,0.3,58.383,24.776,708,0.037,3,0,0,0,0,0,0
6503,180502-021-0101,2018-05-02,021,0101,0.134,0.248,0.302,0.1,0.3,59.604,24.699,224,0.0,3,0,0,0,0,0,0
6504,180502-021-0101,2018-05-02,021,0101,0.14,0.262,0.349,0.1,0.3,60.233,24.571,709,0.038,3,0,0,0,0,0,0
6505,180502-021-0101,2018-05-02,021,0101,0.144,0.272,0.347,0.1,0.3,62.656,23.901,708,0.037,3,0,0,0,0,0,0
6506,180502-021-0101,2018-05-02,021,0101,0.138,0.274,0.352,0.1,0.3,58.379,24.695,708,0.039,3,0,0,0,0,0,0
6507,180502-021-0101,2018-05-02,021,0101,0.141,0.274,0.347,0.1,0.3,62.45,23.903,708,0.037,3,0,0,0,0,0,0
6508,180502-021-0101,2018-05-02,021,0101,0.142,0.272,0.349,0.1,0.3,59.054,24.497,708,0.039,3,0,0,0,0,0,0
6509,180502-021-0101,2018-05-02,021,0101,0.144,0.27,0.344,0.1,0.3,62.195,24.001,709,0.038,3,0,0,0,0,0,0
6510,180502-021-0101,2018-05-02,021,0101,0.138,0.274,0.352,0.1,0.3,58.885,24.582,709,0.039,3,0,0,0,0,0,0
6511,180502-021-0101,2018-05-02,021,0101,0.14,0.27,0.347,0.1,0.3,62.097,24.001,708,0.04,3,0,0,0,0,0,0
6512,180502-021-0101,2018-05-02,021,0101,0.14,0.272,0.352,0.1,0.3,60.986,24.361,708,0.04,3,0,0,0,0,0,0
6513,180502-021-0101,2018-05-02,021,0101,0.136,0.256,0.347,0.1,0.3,59.995,24.584,710,0.037,3,0,0,0,0,0,0
6514,180502-021-0101,2018-05-02,021,0101,0.14,0.272,0.355,0.1,0.3,61.283,24.21,709,0.041,3,0,0,0,0,0,0
6515,180502-021-0101,2018-05-02,021,0101,0.138,0.272,0.352,0.1,0.3,58.526,24.681,708,0.037,3,0,0,0,0,0,0
6516,180502-021-0101,2018-05-02,021,0101,0.14,0.272,0.349,0.1,0.3,61.598,24.002,708,0.04,3,0,0,0,0,0,0
6517,180502-021-0101,2018-05-02,021,0101,0.138,0.274,0.352,0.1,0.3,58.352,24.664,708,0.039,3,0,0,0,0,0,0
6518,180502-021-0101,2018-05-02,021,0101,0.14,0.266,0.355,0.1,0.3,60.208,24.595,710,0.04,3,0,0,0,0,0,0
6519,180502-021-0101,2018-05-02,021,0101,0.14,0.272,0.349,0.1,0.3,61.084,24.309,708,0.036,3,0,0,0,0,0,0
6520,180502-021-0101,2018-05-02,021,0101,0.138,0.27,0.347,0.1,0.3,59.729,24.385,708,0.038,3,0,0,0,0,0,0
6521,180502-021-0101,2018-05-02,021,0101,0.142,0.274,0.347,0.1,0.3,61.598,24.002,709,0.039,3,0,0,0,0,0,0
6522,180502-021-0101,2018-05-02,021,0101,0.138,0.27,0.352,0.1,0.3,60.321,24.394,709,0.038,3,0,0,0,0,0,0
6523,180502-021-0101,2018-05-02,021,0101,0.138,0.27,0.347,0.1,0.3,61.578,24.023,708,0.037,3,0,0,0,0,0,0
6524,180502-021-0101,2018-05-02,021,0101,0.138,0.272,0.347,0.1,0.3,62.513,23.901,708,0.038,3,0,0,0,0,0,0
6525,180502-021-0102,2018-05-02,021,0102,0.182,0.23,0.306,0.1,0.3,59.491,23.406,707,0.04,4,0,15,10,0,51,0
6526,180502-021-0102,2018-05-02,021,0102,0.189,0.228,0.308,0.1,0.3,59.245,23.52,708,0.038,4,0,15,10,0,51,0
6527,180502-021-0102,2018-05-02,021,0102,0.184,0.228,0.312,0.1,0.3,59.284,23.51,708,0.037,4,0,15,10,0,51,0
6528,180502-021-0102,2018-05-02,021,0102,0.184,0.226,0.308,0.1,0.3,59.188,23.568,707,0.038,4,0,15,10,0,51,0
6529,180502-021-0102,2018-05-02,021,0102,0.184,0.226,0.31,0.1,0.3,58.71,23.699,707,0.04,4,0,15,10,0,51,0
6530,180502-021-0102,2018-05-02,021,0102,0.186,0.228,0.308,0.1,0.3,58.701,23.699,708,0.038,4,0,15,10,0,51,0
6531,180502-021-0102,2018-05-02,021,0102,0.182,0.226,0.312,0.1,0.3,59.806,23.401,708,0.04,4,0,15,10,0,51,0
6532,180502-021-0102,2018-05-02,021,0102,0.189,0.228,0.312,0.1,0.3,59.01,23.699,708,0.038,4,0,15,10,0,51,0
6533,180502-021-0102,2018-05-02,021,0102,0.188,0.228,0.31,0.1,0.3,59.706,23.401,707,0.037,4,0,15,10,0,51,0
6534,180502-021-0102,2018-05-02,021,0102,0.182,0.224,0.314,0.1,0.3,59.79,23.401,708,0.04,4,0,15,10,0,51,0
6535,180502-021-0102,2018-05-02,021,0102,0.186,0.226,0.308,0.1,0.3,58.703,23.699,708,0.04,4,0,15,10,0,51,0
6536,180502-021-0102,2018-05-02,021,0102,0.188,0.232,0.308,0.1,0.3,59.903,23.398,708,0.037,4,0,15,10,0,51,0
6537,180502-021-0102,2018-05-02,021,0102,0.188,0.23,0.31,0.1,0.3,58.605,23.699,708,0.036,4,0,15,10,0,51,0
6538,180502-021-0102,2018-05-02,021,0102,0.188,0.226,0.308,0.1,0.3,59.79,23.401,707,0.037,4,0,15,10,0,51,0
6539,180502-021-0102,2018-05-02,021,0102,0.187,0.226,0.312,0.1,0.3,58.503,23.699,708,0.037,4,0,15,10,0,51,0
6540,180502-021-0102,2018-05-02,021,0102,0.19,0.228,0.308,0.1,0.3,59.268,23.698,708,0.038,4,0,15,10,0,51,0
6541,180502-021-0102,2018-05-02,021,0102,0.18,0.224,0.31,0.1,0.3,58.551,23.699,707,0.037,4,0,15,10,0,51,0
6542,180502-021-0102,2018-05-02,021,0102,0.186,0.226,0.304,0.1,0.3,59.91,23.395,708,0.039,4,0,15,10,0,51,0
6543,180502-021-0102,2018-05-02,021,0102,0.19,0.226,0.312,0.1,0.3,59.79,23.401,707,0.037,4,0,15,10,0,51,0
6544,180502-021-0102,2018-05-02,021,0102,0.18,0.226,0.31,0.1,0.3,58.985,23.596,708,0.038,4,0,15,10,0,51,0
6545,180502-021-0102,2018-05-02,021,0102,0.186,0.224,0.312,0.1,0.3,59.373,23.498,708,0.038,4,0,15,10,0,51,0
6546,180502-021-0102,2018-05-02,021,0102,0.184,0.23,0.306,0.1,0.3,59.836,23.401,708,0.037,4,0,15,10,0,51,0
6547,180502-021-0102,2018-05-02,021,0102,0.182,0.23,0.304,0.1,0.3,59.836,23.401,708,0.037,4,0,15,10,0,51,0
6548,180502-021-0102,2018-05-02,021,0102,0.182,0.226,0.312,0.1,0.3,59.618,23.406,708,0.037,4,0,15,10,0,51,0
6549,180502-021-0102,2018-05-02,021,0102,0.181,0.228,0.308,0.1,0.3,59.972,23.369,707,0.038,4,0,15,10,0,51,0
6550,180502-021-0102,2018-05-02,021,0102,0.185,0.23,0.302,0.1,0.3,59.01,23.699,707,0.037,4,0,15,10,0,51,0
6551,180502-021-0102,2018-05-02,021,0102,0.188,0.226,0.304,0.1,0.3,59.91,23.395,707,0.038,4,0,15,10,0,51,0
6552,180502-021-0102,2018-05-02,021,0102,0.182,0.228,0.312,0.1,0.3,58.702,23.699,708,0.04,4,0,15,10,0,51,0
6553,180502-021-0102,2018-05-02,021,0102,0.18,0.226,0.31,0.1,0.3,59.644,23.627,707,0.038,4,0,15,10,0,51,0
6554,180502-021-0102,2018-05-02,021,0102,0.19,0.234,0.31,0.1,0.3,60.701,23.306,708,0.038,4,0,15,10,0,51,0
6555,180502-021-0102,2018-05-02,021,0102,0.186,0.232,0.31,0.1,0.3,59.374,23.691,708,0.039,4,0,15,10,0,51,0
6556,180502-021-0102,2018-05-02,021,0102,0.182,0.227,0.308,0.1,0.3,59.188,23.568,708,0.037,4,0,15,10,0,51,0
6557,180502-021-0102,2018-05-02,021,0102,0.192,0.224,0.314,0.1,0.3,58.551,23.699,709,0.039,4,0,15,10,0,51,0
6558,180502-021-0102,2018-05-02,021,0102,0.19,0.226,0.306,0.1,0.3,59.86,23.386,707,0.038,4,0,15,10,0,51,0
6559,180502-021-0102,2018-05-02,021,0102,0.176,0.227,0.314,0.1,0.3,59.01,23.699,707,0.04,4,0,15,10,0,51,0
6560,180502-021-0102,2018-05-02,021,0102,0.186,0.23,0.308,0.1,0.3,59.637,23.401,707,0.038,4,0,15,10,0,51,0
6561,180502-021-0102,2018-05-02,021,0102,0.182,0.224,0.312,0.1,0.3,59.663,23.443,708,0.037,4,0,15,10,0,51,0
6562,180502-021-0102,2018-05-02,021,0102,0.188,0.23,0.31,0.1,0.3,59.727,23.401,707,0.038,4,0,15,10,0,51,0
6563,180502-021-0102,2018-05-02,021,0102,0.188,0.229,0.308,0.1,0.3,59.644,23.627,707,0.037,4,0,15,10,0,51,0
6564,180502-021-0102,2018-05-02,021,0102,0.182,0.23,0.312,0.1,0.3,58.798,23.663,708,0.039,4,0,15,10,0,51,0
6565,180502-021-0102,2018-05-02,021,0102,0.186,0.226,0.312,0.1,0.3,59.636,23.401,708,0.04,4,0,15,10,0,51,0
6566,180502-021-0102,2018-05-02,021,0102,0.18,0.224,0.3,0.1,0.3,59.639,23.401,708,0.038,4,0,15,10,0,51,0
6567,180502-021-0102,2018-05-02,021,0102,0.182,0.228,0.306,0.1,0.3,59.383,23.503,707,0.038,4,0,15,10,0,51,0
6568,180502-021-0102,2018-05-02,021,0102,0.184,0.226,0.31,0.1,0.3,60.005,23.399,707,0.037,4,0,15,10,0,51,0
6569,180502-021-0102,2018-05-02,021,0102,0.188,0.228,0.31,0.1,0.3,58.605,23.699,708,0.039,4,0,15,10,0,51,0
6570,180502-021-0102,2018-05-02,021,0102,0.186,0.226,0.312,0.1,0.3,59.636,23.401,707,0.037,4,0,15,10,0,51,0
6571,180502-021-0102,2018-05-02,021,0102,0.182,0.23,0.306,0.1,0.3,59.727,23.401,708,0.037,4,0,15,10,0,51,0
6572,180502-021-0102,2018-05-02,021,0102,0.186,0.226,0.306,0.1,0.3,59.383,23.503,707,0.039,4,0,15,10,0,51,0
6573,180502-021-0102,2018-05-02,021,0102,0.186,0.226,0.312,0.1,0.3,59.336,23.446,707,0.04,4,0,15,10,0,51,0
6574,180502-021-0102,2018-05-02,021,0102,0.18,0.226,0.312,0.1,0.3,59.719,23.401,708,0.037,4,0,15,10,0,51,0
6575,180502-022-0101,2018-05-02,022,0101,0.188,0.258,0.322,0.1,0.3,59.19,23.598,708,0.039,1,0,0,0,0,0,0
6576,180502-022-0101,2018-05-02,022,0101,0.18,0.234,0.304,0.1,0.3,59.105,23.701,709,0.037,1,0,0,0,0,0,0
